#{"t_start": 1764148150.8786309, "env_id": "None"}
r,l,t
42.937074,43,0.013129
41.313909,35,0.014599
49.89411,54,0.016811
50.735193,58,0.019124
45.142994,45,0.021456
39.223341,37,0.023003
50.547204,60,0.025339
47.852965,51,0.027354
47.361872,52,0.02985
49.151332,60,0.032213
44.215912,47,0.034104
46.689318,60,0.036435
33.730415,26,0.037904
48.51064,60,0.040269
38.305634,36,0.041719
49.718822,60,0.044091
50.150054,60,0.046807
45.964807,60,0.04913
50.939722,56,0.051303
52.334897,60,0.05369
46.435963,54,0.056256
48.046244,50,0.058244
45.018221,50,0.060226
45.747629,50,0.062187
48.216662,56,0.064926
47.646258,49,0.066907
46.681147,60,0.069289
48.292376,51,0.071282
36.828259,60,0.074064
41.349762,40,0.075649
50.191762,60,0.078004
42.604188,40,0.079572
48.896277,54,0.082112
39.28461,36,0.083545
48.120742,54,0.085638
49.091443,60,0.087962
36.944401,31,0.089561
42.029542,60,0.091942
37.426747,33,0.093241
36.596601,31,0.094473
43.314715,60,0.097169
34.650998,29,0.09832
42.542746,60,0.100671
49.215035,60,0.103003
45.430527,48,0.105222
65.882621,60,0.107583
46.551725,48,0.10946
48.243042,60,0.112366
42.686698,43,0.115322
47.918397,48,0.117254
42.405095,42,0.118925
50.442675,57,0.121142
44.610507,60,0.124226
46.852916,54,0.126353
47.000493,50,0.128342
47.921663,47,0.13021
36.506916,29,0.131949
51.167824,57,0.134179
68.482337,60,0.136529
44.69619,60,0.138872
41.095962,38,0.140864
41.793714,40,0.142456
47.945599,60,0.144846
47.345955,55,0.14708
32.68272,24,0.14853
46.447989,50,0.150684
52.26393,57,0.15295
47.516976,54,0.155124
47.43269,60,0.158064
42.687807,44,0.159803
44.340132,46,0.161815
51.268153,59,0.164243
41.316882,60,0.167504
39.531744,39,0.169087
48.047352,60,0.171435
51.029688,60,0.173791
49.460882,60,0.17674
49.979811,60,0.179174
44.526129,43,0.18093
45.712584,45,0.182745
38.952538,60,0.185536
44.880671,47,0.1874
44.645831,42,0.189076
44.176869,44,0.190812
46.539119,47,0.193201
48.279446,60,0.195672
48.641091,60,0.198029
46.487048,46,0.200061
70.502935,60,0.203153
45.071929,49,0.205084
48.910165,60,0.207436
40.343941,60,0.20978
66.86004,60,0.212814
39.151777,36,0.214293
