#{"t_start": 1764146909.121056, "env_id": "None"}
r,l,t
42.545704,60,0.01717
50.07797,60,0.060886
49.701873,60,0.07287
48.075637,60,0.087131
42.052231,60,0.098837
43.459414,60,0.112829
40.815663,40,0.120583
48.71395,60,0.134648
50.98826,60,0.148602
40.921571,40,0.1564
49.759658,57,0.169697
51.820389,57,0.180741
46.673905,46,0.192119
50.688565,60,0.203886
45.766226,49,0.215891
48.883321,58,0.227151
44.142312,44,0.237924
47.539229,49,0.247509
47.606972,53,0.260481
49.217311,60,0.272301
48.373246,60,0.286278
37.34179,34,0.292926
52.80666,60,0.306857
50.1865,60,0.320631
41.26813,60,0.332323
47.088667,60,0.346224
46.729462,60,0.357971
51.213597,58,0.371534
40.541823,42,0.379695
48.749523,60,0.393666
45.589989,60,0.407418
42.20609,40,0.41558
47.548264,60,0.429363
45.676951,52,0.439482
38.322528,35,0.4463
49.694715,60,0.459969
48.14312,60,0.473791
48.542562,50,0.483685
40.404136,37,0.493087
51.003885,59,0.504641
45.377698,44,0.515299
48.484467,53,0.525623
44.553448,48,0.537059
44.993605,46,0.546075
39.32466,35,0.552897
35.247014,31,0.561117
38.311159,60,0.572782
37.870705,60,0.586603
41.572789,39,0.59421
46.432923,49,0.60593
48.680355,53,0.616898
47.843985,60,0.631304
40.663709,38,0.638659
45.210861,60,0.652971
40.885233,38,0.660562
44.435336,60,0.675241
47.636684,60,0.686943
45.153321,50,0.699126
50.695676,60,0.712954
44.395767,60,0.724721
43.015563,46,0.735786
50.438169,60,0.747462
46.031467,51,0.759632
48.170293,60,0.771464
48.922664,53,0.784087
47.456908,50,0.79382
41.542474,37,0.803186
48.605066,53,0.813459
41.73794,60,0.827191
51.612206,59,0.838644
52.010161,60,0.852449
50.021085,60,0.866113
49.147093,57,0.877177
50.075549,55,0.890146
44.396083,48,0.899457
44.801781,60,0.913299
45.193716,60,0.924975
48.694552,60,0.938742
45.57338,60,0.952493
39.09496,60,0.964165
51.147105,60,0.978065
49.303734,60,0.989963
43.048572,40,1.000031
47.944409,52,1.010213
48.80162,52,1.022579
42.403951,42,1.030794
45.651899,48,1.042226
43.639732,60,1.053875
49.566374,60,1.067607
47.627918,60,1.081411
48.650908,60,1.093133
50.241676,55,1.105894
50.230846,60,1.117498
44.11496,60,1.13157
46.114714,60,1.146003
44.397708,60,1.158143
41.591189,60,1.172664
39.488282,60,1.184654
50.676532,60,1.199367
43.029926,41,1.207513
41.450802,36,1.217487
50.134146,54,1.228302
46.749356,52,1.241271
38.177508,60,1.253078
45.564976,60,1.267622
41.264413,60,1.281575
49.290742,60,1.293449
44.667438,60,1.307463
48.113975,60,1.319065
44.205241,60,1.333325
42.684828,60,1.34787
47.874625,60,1.359632
47.41389,60,1.373551
36.349152,60,1.385183
47.173969,60,1.399121
41.301273,60,1.412962
43.501214,60,1.425005
41.441732,60,1.438936
48.948967,60,1.450697
44.040148,60,1.464878
49.070705,53,1.47538
43.67949,60,1.489654
39.022874,60,1.503858
45.868918,60,1.515624
45.32194,60,1.529861
43.835403,60,1.541527
49.286362,60,1.555602
68.307261,60,1.569562
47.767513,60,1.581172
46.646884,60,1.595099
45.442488,60,1.606742
41.174953,60,1.620641
49.960365,60,1.634572
35.898127,29,1.640337
39.731326,60,1.654213
34.076884,60,1.665965
47.903567,55,1.679086
43.933847,60,1.690704
39.36325,34,1.69961
49.434011,60,1.711339
36.168119,60,1.725703
45.822823,60,1.737555
47.944922,60,1.751503
52.158933,58,1.765108
51.406644,60,1.776822
52.471844,59,1.790565
45.119973,60,1.802223
41.438273,60,1.816092
38.347439,60,1.830026
46.693062,60,1.841782
49.977884,53,1.854283
37.437193,60,1.865963
50.691721,60,1.879922
51.456159,60,1.893875
42.558509,60,1.905603
45.266268,46,1.916754
43.145324,60,1.928502
49.052009,56,1.941742
43.472804,60,1.953451
48.203408,60,1.967354
44.156683,60,1.981542
49.928392,60,1.993347
48.751464,60,2.007686
48.733657,60,2.019384
41.983611,60,2.033421
48.071056,60,2.047304
42.639208,60,2.059014
48.124367,50,2.071236
45.540996,60,2.082919
47.764876,60,2.096932
44.531156,60,2.108539
49.974522,60,2.12247
34.495303,60,2.136614
52.056795,60,2.14957
41.066277,60,2.164137
50.823874,59,2.175734
43.041995,60,2.189872
43.250893,60,2.203954
43.921522,44,2.212653
42.355634,60,2.228752
42.54792,60,2.241184
44.723022,44,2.252981
44.297569,60,2.264776
43.867687,60,2.278883
49.535049,60,2.292806
46.602917,49,2.302425
43.708695,49,2.314188
35.49683,26,2.319405
51.189785,60,2.331103
40.695883,60,2.345104
47.304315,49,2.354658
43.944033,60,2.368907
48.512985,60,2.383064
40.133569,60,2.394762
50.763768,60,2.409359
42.202296,60,2.421092
39.598313,60,2.435384
48.30504,60,2.449366
42.466035,39,2.457041
51.25626,56,2.470143
41.208779,60,2.48179
53.04193,58,2.495345
39.675676,60,2.507126
40.829727,60,2.521196
49.906249,60,2.53568
45.359891,60,2.547486
40.867988,60,2.56146
45.251992,60,2.573125
39.685253,60,2.587082
47.361879,60,2.601035
42.819259,60,2.612776
50.441904,60,2.626753
48.971467,60,2.63837
48.232185,60,2.652383
47.71507,60,2.666356
41.927038,37,2.673645
66.961007,60,2.687625
66.79988,60,2.699353
49.150291,58,2.713154
46.892399,60,2.724795
45.938425,46,2.736085
50.367159,60,2.747774
37.174995,60,2.761682
45.772215,60,2.775596
48.550824,50,2.785309
47.065372,60,2.799215
46.951994,60,2.810905
47.919284,60,2.824824
47.652555,60,2.83862
48.13081,60,2.850293
45.959205,60,2.864229
51.357833,60,2.875893
50.664514,54,2.888725
44.523566,60,2.900394
48.8663,60,2.914319
48.718983,57,2.927623
48.539453,60,2.93928
51.541387,60,2.953191
47.948976,60,2.964849
48.383332,49,2.976726
41.879681,60,2.990465
45.987859,60,3.002109
44.790263,47,3.013435
42.954579,60,3.025176
40.598135,60,3.039121
34.835205,60,3.050779
49.50062,60,3.064976
44.309695,46,3.074068
47.076723,60,3.088069
49.268084,60,3.102034
49.708018,58,3.113343
47.940742,60,3.127219
36.693704,60,3.138824
51.706288,57,3.152351
50.474904,60,3.166584
43.884595,42,3.174869
49.862718,60,3.188801
42.328981,60,3.200421
44.940703,60,3.214332
44.967136,60,3.225971
48.05561,60,3.240007
47.480374,60,3.253946
47.806553,60,3.265674
49.765934,60,3.27958
50.029362,60,3.291262
50.523128,60,3.305155
38.340392,30,3.311027
45.83907,60,3.324951
51.005904,57,3.33594
38.233658,60,3.349872
48.861036,60,3.363799
52.645874,60,3.375388
50.729805,60,3.389268
48.550049,60,3.400934
47.361431,60,3.41491
43.878541,60,3.428865
45.471368,60,3.440521
46.641991,60,3.454368
50.223538,60,3.465973
40.99385,60,3.47997
52.510738,57,3.493392
44.910688,60,3.505027
44.370389,60,3.518868
49.818754,54,3.529319
50.447333,52,3.541682
45.862724,47,3.550832
36.613159,27,3.558403
43.658352,60,3.570114
42.629062,60,3.583967
48.724287,60,3.595576
47.827322,60,3.609584
53.231042,60,3.623631
47.112719,60,3.635339
43.788645,60,3.649261
47.461672,60,3.660888
42.325239,39,3.67083
46.041945,48,3.6802
48.921015,60,3.69419
36.964733,60,3.707944
48.589819,57,3.719127
47.402203,49,3.730843
47.01045,60,3.742446
52.52753,60,3.756406
49.639473,51,3.766389
47.614413,60,3.780525
43.536424,60,3.792173
41.267743,60,3.806341
47.192384,51,3.818605
37.079747,60,3.830333
52.328511,60,3.8443
51.388281,60,3.855957
42.920191,60,3.869848
46.292298,60,3.883691
44.574628,60,3.895463
69.137521,60,3.909426
43.624446,60,3.921015
48.631249,60,3.934902
51.030849,60,3.948843
46.854674,60,3.960574
42.825112,60,3.97443
53.106486,58,3.985685
48.834712,50,3.997594
48.753641,60,4.009207
47.575555,60,4.022998
51.102045,56,4.036072
40.44065,60,4.04781
50.608029,60,4.061676
43.530174,60,4.073399
42.701935,37,4.082824
50.636356,52,4.093019
55.155277,58,4.106686
51.165233,60,4.121332
44.711374,60,4.133141
52.477075,60,4.147224
44.868628,60,4.15898
47.90922,60,4.17344
41.012014,60,4.187835
49.967833,60,4.199769
50.050833,60,4.213919
52.889191,60,4.225662
46.624868,60,4.240159
54.479041,59,4.254169
52.290265,60,4.266362
44.020416,60,4.280774
42.930397,60,4.292558
52.242185,60,4.307082
40.243022,60,4.320902
48.015652,60,4.332809
47.629019,60,4.346739
49.664673,60,4.358395
38.962628,60,4.372316
41.560465,60,4.386102
44.932831,48,4.39559
48.700357,49,4.405248
39.553286,60,4.4201
46.76785,60,4.434345
47.236946,46,4.443408
48.345192,60,4.457333
46.50298,60,4.469204
42.660206,60,4.483136
42.611544,60,4.496824
47.327257,60,4.508534
48.604938,50,4.520432
41.174584,60,4.532062
50.743829,60,4.545893
43.089404,60,4.557584
48.643296,60,4.571482
51.659798,55,4.58435
47.455275,60,4.596023
43.611032,60,4.60986
46.61765,60,4.621547
44.403803,60,4.63535
50.267037,60,4.649131
47.632834,60,4.660795
36.804827,30,4.666669
49.273796,60,4.680417
53.868033,56,4.693496
38.243117,60,4.705105
46.000678,60,4.718842
44.687004,60,4.730477
47.188782,60,4.744549
41.910687,38,4.752039
48.977005,60,4.765853
68.267066,60,4.77958
49.114803,50,4.789325
41.616866,60,4.803112
40.934925,38,4.810553
47.893198,51,4.822605
44.114144,60,4.834269
48.436849,49,4.845947
43.065096,60,4.85753
50.118675,60,4.871325
41.246923,60,4.884982
45.719946,60,4.896665
51.233511,60,4.910473
52.468167,60,4.922085
48.471341,51,4.934205
39.269496,60,4.945966
43.032983,40,4.95591
51.206553,53,4.966171
49.174973,60,4.979994
67.885773,60,4.993707
49.144756,60,5.005355
53.440749,60,5.019189
44.233839,60,5.030947
47.689058,60,5.044762
52.120366,55,5.055415
41.049718,40,5.065331
38.866516,60,5.076914
50.433478,60,5.090729
47.677655,60,5.104476
37.346072,60,5.1161
52.197364,60,5.129852
53.098403,58,5.141119
40.778878,60,5.154885
