#{"t_start": 1764065277.872482, "env_id": "None"}
r,l,t
27.313539,45,0.014251
26.711836,42,0.022443
27.080215,50,0.032127
23.418415,39,0.03958
22.355056,31,0.045517
25.973347,50,0.140966
25.106883,50,0.150873
26.114302,50,0.16046
26.116376,39,0.167964
27.500695,50,0.177487
24.548884,35,0.184199
19.61122,22,0.188439
27.872954,48,0.252969
27.903306,43,0.261291
18.98929,21,0.265383
25.342345,34,0.271941
19.736085,23,0.276388
28.606069,48,0.285512
18.285811,21,0.289567
18.558388,22,0.293819
17.766714,18,0.351786
22.273249,31,0.357804
19.965565,24,0.362478
22.113763,26,0.367537
25.379303,35,0.374225
20.759223,24,0.37884
28.994213,43,0.387057
29.76988,50,0.396562
22.051897,27,0.455757
16.627067,16,0.458922
15.898491,13,0.461468
24.206372,34,0.467974
24.830159,32,0.474118
20.197624,25,0.478909
26.206209,37,0.485976
15.519399,13,0.488499
18.990122,21,0.492524
26.069531,34,0.498968
24.660543,33,0.558825
29.972531,49,0.568217
24.222976,32,0.574369
22.694315,29,0.579904
33.097505,49,0.5892
25.617299,37,0.596225
21.395807,24,0.600842
29.175479,44,0.672817
26.452692,35,0.680101
28.296119,35,0.686922
24.615643,32,0.693123
27.644091,50,0.70337
25.13369,33,0.709881
31.378215,46,0.78041
33.206912,48,0.789993
33.929233,47,0.799399
32.571472,50,0.809053
23.720372,27,0.81426
21.410864,25,0.819087
27.253482,38,0.826361
31.422514,43,0.889259
28.695492,40,0.897007
30.997147,44,0.905446
33.840035,50,0.915006
32.438339,50,0.92453
28.866897,40,0.932123
22.544518,25,0.990365
29.051275,50,1.000083
29.38236,50,1.009663
27.568811,38,1.016946
30.364179,44,1.025362
32.077745,50,1.034856
29.072171,50,1.098153
31.448686,50,1.10772
33.662269,50,1.117204
30.630521,43,1.125355
33.195104,50,1.134821
32.775346,50,1.199831
30.981721,44,1.208335
32.136981,50,1.217902
27.726473,39,1.225371
26.534726,34,1.231846
32.550598,45,1.240421
34.100063,49,1.30451
29.013595,50,1.314082
44.438144,50,1.323557
30.61098,42,1.331526
29.768516,50,1.340949
30.67403,50,1.403151
29.739427,50,1.41273
22.444865,26,1.417733
29.588317,50,1.427225
17.26393,16,1.430307
30.199422,40,1.437912
33.251638,49,1.447217
34.239159,48,1.509265
32.123237,50,1.518859
26.558907,50,1.528393
29.768306,50,1.537956
30.151534,50,1.547585
29.114388,50,1.611492
32.267268,50,1.621045
31.359734,50,1.630578
27.180263,35,1.637263
32.178367,50,1.646746
33.516348,48,1.75716
30.695201,50,1.766906
29.681921,50,1.776472
33.868438,50,1.786052
33.289602,50,1.795588
28.500848,50,1.861918
34.142125,50,1.871727
29.775366,50,1.881334
30.529211,50,1.890883
29.189471,37,1.897976
29.215482,50,1.907527
28.018949,50,1.971167
29.720428,50,1.980729
29.317142,50,1.990271
30.779141,50,1.999793
28.971977,50,2.009264
31.597407,50,2.073132
33.369852,50,2.082725
27.422832,50,2.092228
29.808202,50,2.101756
32.839588,50,2.111259
28.772963,38,2.173684
28.49642,50,2.183412
32.670925,50,2.192968
29.980868,50,2.202517
32.486575,50,2.212099
30.590303,50,2.275076
29.893159,50,2.284798
30.845983,50,2.29438
26.95225,50,2.303912
30.08404,50,2.313437
30.031923,50,2.376869
28.442832,50,2.386627
30.407597,50,2.396228
32.792376,50,2.405804
28.934005,50,2.41537
32.819148,50,2.424955
32.539783,44,2.487363
34.44082,50,2.497017
30.597019,50,2.506559
34.265933,50,2.516109
28.23689,50,2.525671
32.703964,50,2.589411
31.283875,40,2.59713
33.750855,50,2.606667
33.835288,50,2.616207
47.471609,50,2.62576
34.849616,50,2.689638
35.139606,50,2.699325
31.058935,50,2.708907
33.668144,50,2.718461
33.069457,50,2.728005
36.116586,50,2.79118
36.410408,48,2.800525
34.005391,50,2.810144
31.894186,50,2.81972
32.709492,42,2.827831
33.251476,50,2.837449
36.9306,50,2.900178
30.278244,39,2.907782
35.96135,50,2.917318
36.660237,50,2.926902
37.556151,49,2.936293
34.623587,50,2.999626
47.706829,50,3.009318
33.376053,50,3.018915
36.573487,48,3.028091
34.526078,45,3.036713
34.137096,50,3.100028
36.563544,47,3.109099
33.909239,43,3.117317
35.29106,45,3.125866
34.763116,50,3.135378
36.752425,50,3.145201
33.202447,50,3.208219
48.17397,50,3.217905
23.501877,25,3.222735
36.004555,50,3.232324
36.997428,50,3.241856
28.779992,34,3.248345
33.439059,50,3.315857
32.024064,39,3.323468
35.046554,50,3.333064
36.280503,47,3.342035
35.896737,50,3.351583
30.587859,50,3.415783
31.634817,39,3.423322
29.77681,35,3.430082
33.651296,50,3.439724
36.866109,50,3.449286
33.282329,50,3.458875
31.628988,50,3.524263
36.150174,47,3.533319
33.729018,50,3.542872
33.4334,50,3.552371
32.317916,50,3.561868
36.814115,48,3.62474
37.00637,48,3.633987
34.233986,50,3.643553
32.801117,50,3.653076
33.158422,50,3.662594
35.249503,50,3.725507
36.185173,50,3.735177
31.390223,39,3.742635
34.41863,44,3.751079
32.37835,40,3.758759
36.892532,50,3.768291
35.176929,50,3.831018
34.88457,44,3.839461
32.152355,50,3.848957
35.837955,50,3.858525
48.354143,50,3.868018
37.320953,50,3.930954
33.735977,50,3.940529
35.611371,50,3.950042
30.20206,36,3.95692
36.107576,46,3.96566
34.55657,44,4.027822
30.216204,36,4.034999
37.306044,49,4.04444
30.633347,37,4.05156
33.489961,42,4.059582
24.478465,27,4.064758
33.124158,41,4.072525
29.630257,35,4.133429
31.816542,39,4.141025
34.925873,50,4.150801
28.756327,34,4.157326
34.139622,43,4.165537
29.408744,35,4.172234
33.856236,50,4.235203
35.19083,50,4.244899
36.049577,50,4.254415
36.000109,50,4.263939
36.329878,50,4.273459
36.99626,50,4.336334
