#{"t_start": 1764061832.46945, "env_id": "None"}
r,l,t
21.844551,50,0.015258
27.358987,49,0.025006
20.074753,29,0.030737
20.872921,50,0.040461
26.43509,41,0.048481
23.96875,35,0.055297
24.324777,50,0.151258
28.000116,40,0.159148
26.496053,50,0.168825
21.263794,28,0.174292
25.32984,41,0.182239
27.007423,42,0.190351
28.19324,50,0.255468
23.012771,33,0.262044
22.986286,34,0.268721
21.422052,32,0.274924
26.085368,38,0.282293
29.420257,50,0.291936
23.770565,39,0.355399
30.303308,49,0.365023
27.046837,50,0.374684
24.089296,35,0.381507
21.28249,27,0.386746
25.999928,40,0.394476
24.87648,39,0.402077
21.136213,26,0.464651
24.66826,50,0.474637
27.300359,43,0.483199
30.172521,50,0.492943
22.052671,30,0.498838
23.934491,38,0.506228
24.152323,34,0.568953
29.358526,50,0.578908
25.6602,39,0.586563
22.33115,30,0.592438
28.076054,46,0.601372
26.665141,50,0.612233
25.06319,36,0.684653
16.008691,15,0.687818
27.268422,50,0.697779
24.991876,36,0.704892
19.502828,20,0.708859
27.816422,44,0.71747
26.360982,37,0.724815
41.66364,50,0.791846
23.737872,34,0.798735
20.024966,23,0.803326
17.584336,18,0.806903
24.739515,36,0.81402
18.188478,19,0.817787
20.880439,25,0.822718
26.769514,37,0.829946
18.305019,20,0.8339
20.902298,26,0.839008
22.179417,27,0.899756
17.615545,19,0.903595
22.635663,30,0.909492
18.914157,21,0.913593
20.478867,26,0.918626
22.764877,29,0.924277
20.939208,25,0.929191
18.036538,19,0.933226
18.65754,20,0.937295
21.207008,27,0.942644
26.295935,37,1.00672
20.962872,26,1.012007
17.641952,17,1.015919
19.68491,24,1.02069
18.732563,19,1.024567
21.257366,25,1.02948
20.707534,24,1.034192
21.778972,26,1.039504
19.175096,20,1.043518
17.473687,18,1.047171
19.862307,23,1.051774
20.276291,23,1.056342
24.06351,31,1.120506
17.992152,16,1.123759
15.888899,12,1.126183
16.874912,17,1.129564
18.40336,19,1.13331
14.637957,10,1.135327
18.064175,18,1.138887
16.649921,14,1.141659
20.619969,21,1.145799
15.556071,13,1.148378
17.635211,18,1.151919
19.711356,22,1.156246
16.364983,14,1.159038
16.776048,15,1.162008
16.372954,13,1.164595
16.325305,13,1.222487
19.667707,20,1.226553
17.906513,18,1.230107
18.321104,18,1.233622
23.007531,30,1.239426
20.440592,21,1.24354
16.809941,16,1.246638
19.061061,20,1.250537
19.328928,21,1.254622
16.728001,14,1.257362
17.46731,17,1.260652
19.614889,22,1.264897
18.923902,18,1.268388
15.092859,11,1.270568
16.743561,14,1.329466
18.661918,19,1.333369
17.780564,16,1.336576
21.713036,23,1.34114
17.658961,16,1.344321
17.759597,16,1.347495
18.678844,18,1.351059
16.742846,15,1.354036
18.38289,17,1.357399
23.180536,28,1.362897
15.002987,11,1.365092
19.638548,20,1.369059
18.279715,18,1.372624
17.290647,15,1.375602
18.629947,18,1.434714
19.058954,19,1.438627
18.324062,18,1.442221
18.181786,17,1.44561
16.923424,14,1.448402
17.690574,16,1.451565
22.746061,25,1.456456
19.596564,20,1.460371
20.246001,22,1.464675
21.248664,24,1.469405
19.64486,18,1.472947
22.528656,26,1.478021
17.707359,15,1.480992
17.12999,15,1.483943
21.281649,22,1.543753
18.419583,17,1.547229
25.255612,29,1.552956
19.633045,18,1.556529
20.631084,21,1.560669
19.351029,19,1.564453
22.14726,24,1.569155
19.139222,20,1.573084
22.726349,25,1.57799
14.39818,9,1.579802
31.244209,43,1.588144
21.876479,24,1.64844
22.146838,22,1.652894
31.42887,41,1.66093
19.029654,19,1.664708
22.581331,25,1.669616
26.598803,31,1.67571
27.610941,35,1.682583
28.53877,35,1.689366
19.415396,18,1.69291
20.505314,20,1.752314
21.92575,24,1.757226
20.302019,20,1.761241
31.711091,50,1.771013
25.378728,30,1.776876
25.876658,31,1.782937
34.026657,50,1.792641
34.325991,50,1.859436
35.738338,50,1.869334
26.973315,31,1.875398
29.870038,37,1.882632
32.926058,44,1.891169
32.406428,43,1.899535
25.806181,30,1.90541
35.080368,50,1.97285
27.361392,33,1.979417
