#{"t_start": 1764065591.615736, "env_id": "None"}
r,l,t
23.944107,50,0.016074
24.933625,50,0.025961
23.822001,50,0.035593
24.093699,36,0.042625
27.376248,50,0.053117
27.269464,43,0.061466
26.902591,43,0.069701
25.660369,50,0.080332
25.480562,50,0.090118
20.371658,25,0.094995
26.290354,41,0.102939
26.428327,50,0.115222
22.968383,33,0.122318
24.265784,35,0.129269
21.287803,30,0.135335
24.858952,50,0.145384
26.702978,50,0.155042
26.442223,41,0.162977
28.341846,50,0.172887
39.674719,50,0.182776
28.963068,50,0.192357
23.945923,50,0.201918
23.830851,50,0.211528
24.049581,36,0.218585
27.833018,50,0.228375
29.47285,50,0.238066
23.104452,50,0.247794
24.366377,38,0.255435
27.912611,50,0.26534
25.265854,39,0.273068
23.460242,37,0.28041
26.433807,50,0.290172
21.337651,27,0.295523
28.780243,50,0.305464
26.957005,41,0.313519
26.377791,45,0.322237
25.468034,39,0.329889
26.651076,50,0.33958
24.167787,50,0.349101
28.84472,46,0.358002
27.204419,50,0.367805
26.80938,50,0.377737
25.231664,44,0.386442
23.114861,35,0.393247
27.690671,47,0.402481
21.42405,28,0.408023
30.080287,50,4.859481
25.40016,37,4.866682
26.182189,41,4.874524
28.712472,50,4.884019
22.234387,33,4.890304
24.234285,50,4.899775
25.222914,37,4.906789
23.064761,31,4.912692
24.366024,36,4.91951
28.647287,50,4.928947
22.936946,33,4.935207
27.428885,50,4.944654
23.606445,36,4.951456
28.334106,44,4.959795
23.302245,35,4.96643
27.738629,43,4.974548
30.767628,47,4.98341
21.832026,30,4.989107
23.41745,32,4.995176
22.358152,28,5.000484
28.493324,41,5.008224
20.804864,27,5.01336
27.601862,50,5.022801
22.273098,30,5.028729
29.997377,50,5.038171
28.134757,50,5.047616
30.268477,50,5.05702
41.591291,50,5.066459
23.478506,34,5.072881
27.543142,43,5.080957
27.83137,43,5.089125
24.04788,35,5.095752
29.338608,48,5.104787
23.52384,50,5.114179
22.714344,32,5.120262
22.772346,31,5.126905
28.655241,44,5.13561
27.08276,50,5.145272
28.761184,50,5.154986
28.400763,50,5.164616
24.91368,36,5.171612
28.420766,44,5.180052
27.845021,50,5.189619
24.867448,37,5.196741
29.993442,50,5.206285
28.968043,49,5.21567
29.571364,48,5.22488
28.15436,46,5.233748
27.77153,40,5.241358
22.435809,32,9.56196
30.939406,49,9.571552
25.331607,36,9.578557
21.884968,30,9.584337
26.415458,37,9.591449
24.964342,35,9.598495
20.660121,27,9.603725
29.914718,50,9.613426
27.711563,46,9.622316
22.008284,27,9.627539
26.522059,38,9.634823
26.60828,40,9.642508
24.054568,33,9.648839
21.394935,27,9.654089
18.616346,20,9.657955
29.774526,50,9.667528
26.821059,39,9.674993
25.64206,34,9.681451
19.537479,21,9.685515
27.048789,39,9.692956
31.102707,49,9.702316
21.649249,25,9.707126
30.63147,50,9.716633
19.778835,21,9.720705
19.012832,21,9.724771
23.610658,32,9.730968
27.340975,41,9.738817
26.255238,33,9.745147
32.202813,49,9.75451
27.566732,45,9.763113
23.78106,32,9.769305
26.494171,39,9.776789
26.236055,34,9.783506
24.211894,34,9.790014
23.063488,35,9.796755
23.9352,33,9.803117
31.700994,48,9.812356
27.236494,42,9.820382
17.958447,18,9.823885
30.094039,46,9.832704
29.872258,50,9.842265
21.010989,26,9.847247
25.701609,36,9.854121
21.789823,28,9.859538
24.612867,35,9.866248
29.74041,45,9.874863
27.578276,42,9.882846
29.550764,46,9.891595
22.695476,30,9.897371
24.34963,35,9.90405
25.312571,32,9.910193
23.848961,34,9.916709
29.739888,47,9.925654
25.710944,36,9.932526
41.946047,50,9.942078
30.823849,49,9.951412
30.346897,50,14.199252
27.78087,41,14.207162
26.666913,39,14.214569
28.944523,42,14.22254
22.15492,26,14.227493
27.586734,50,14.236959
26.50258,36,14.243798
22.213584,28,14.249137
26.027809,38,14.256302
29.876895,46,14.265002
29.401817,44,14.273343
31.060203,50,14.28275
26.478196,40,14.290311
28.529671,43,14.298411
28.181471,40,14.30595
30.807578,50,14.31535
27.683519,41,14.323086
24.029334,31,14.329003
33.750723,49,14.338189
30.317637,46,14.346845
30.74906,49,14.356049
24.546669,33,14.362281
30.22535,50,14.371701
29.227075,43,14.379766
27.743006,50,14.389125
29.888139,50,14.398525
20.355365,22,14.402752
21.844287,26,14.407654
24.996485,35,14.414239
29.934992,43,14.422343
26.790622,35,14.428952
24.841524,33,14.435158
24.495971,31,14.440998
29.94533,49,14.450193
29.21471,50,14.459607
31.472468,50,14.468967
29.331736,46,14.477591
21.689988,27,14.482702
26.992635,40,14.49025
28.020768,43,14.49832
26.562264,38,14.505488
22.010209,28,14.510794
23.38925,31,14.516635
31.958732,48,14.525678
21.268518,26,14.530602
25.027993,33,14.536799
29.51752,46,14.54543
26.302399,37,14.552396
29.906323,50,14.561789
24.211126,34,14.568195
29.955038,47,14.577073
30.730687,50,18.845673
27.937041,50,18.855302
32.429476,50,18.86483
26.448353,41,18.872682
28.571953,42,18.880692
32.808501,50,18.890208
30.135009,44,18.8986
28.000442,39,18.906027
