#{"t_start": 1764062070.119964, "env_id": "None"}
r,l,t
27.029852,50,0.052117
25.348418,42,0.065407
24.219393,50,0.082149
25.835285,50,0.097922
27.611327,50,0.114962
25.369399,37,0.125338
18.94473,22,0.133732
25.237486,41,0.146695
27.87521,50,0.161489
28.131029,50,0.17766
25.556419,50,0.192476
24.000692,50,0.208688
28.027785,43,0.22202
28.429705,50,0.236773
27.331902,50,0.252927
25.266995,40,0.265497
29.221553,50,0.28033
21.09849,27,0.289753
25.852892,50,0.304467
27.875041,50,0.320604
28.290363,48,0.335139
26.298729,50,0.351547
28.711089,49,0.36842
23.313837,50,0.383338
20.447998,27,0.392748
28.338768,50,0.409352
24.418584,37,0.421394
25.404248,50,0.437868
39.833358,50,0.452627
29.544135,50,0.468824
24.977756,50,0.483511
39.306549,50,0.49965
27.827295,50,0.514282
26.854,50,0.530523
25.62731,50,0.57092
26.296941,50,0.59547
24.647865,50,0.61365
27.237272,50,0.636358
20.148499,25,0.645434
19.078176,22,0.660049
27.468295,50,0.67827
23.265794,50,0.704472
25.450209,43,0.720264
29.288136,50,0.737994
24.250206,50,0.752929
24.318924,50,0.76923
20.429151,50,0.791602
26.701105,38,0.819662
25.221217,50,0.840967
24.99148,50,0.855985
27.145102,50,0.872376
27.715502,46,0.886833
26.862372,50,0.901742
28.724605,50,0.918004
28.245756,43,0.931139
25.768482,50,0.9459
20.296273,50,0.965151
23.333034,35,0.977857
27.894744,50,0.993346
26.833902,50,1.009844
27.450995,50,1.026437
26.320075,40,1.039199
22.76733,50,1.056029
27.004815,43,1.070366
27.471283,50,1.08535
22.343245,31,1.095983
25.019147,38,1.108051
24.621818,37,1.120115
24.806243,50,1.134937
27.724038,47,1.15482
24.071891,50,1.17061
27.479324,46,1.184466
29.445292,45,1.199783
26.504837,40,1.212252
24.288494,40,1.224704
27.017303,50,1.239432
26.313623,43,1.252527
26.78638,50,1.268618
24.307396,50,1.283413
26.592796,36,1.297121
25.023498,37,1.309686
29.243931,50,1.326594
28.83741,50,1.344206
28.647565,47,1.358593
26.694644,42,1.371633
28.424912,48,1.387902
28.0266,50,1.403004
22.790746,32,1.415088
27.071385,41,1.427732
26.064374,42,1.440594
