#{"t_start": 1764062960.938528, "env_id": "None"}
r,l,t
28.082028,50,0.018242
24.723974,50,0.028104
28.27385,50,0.039653
25.965764,40,0.048767
24.159926,50,0.060282
25.624957,50,0.071633
27.070132,50,0.08291
27.988632,50,0.094339
25.781728,50,0.105652
25.537295,50,0.116948
26.398459,50,0.127855
27.385365,43,0.137144
27.867869,50,0.148765
23.277485,35,0.156784
26.434551,50,0.168114
20.794598,24,0.173506
26.599146,50,0.184881
26.332763,50,0.19679
25.627374,50,0.209276
25.495885,50,0.222844
28.85957,47,0.237912
27.293581,50,0.254156
26.18924,43,0.270615
28.914039,50,0.295221
25.324009,39,0.317842
25.005923,41,0.347487
28.046168,50,0.413017
26.011462,50,0.454797
28.375774,46,0.490607
28.534542,49,0.518404
25.114967,50,0.542186
26.950685,50,0.566306
25.154975,50,0.589066
27.7527,50,0.612195
25.676322,41,0.627303
29.287866,48,0.645074
28.112564,50,0.663067
40.10866,50,0.677887
24.605535,36,0.688393
27.014282,50,0.703539
24.241035,50,0.718557
24.568583,41,0.729395
26.38277,37,0.738639
29.10039,49,2.129457
27.512108,43,2.138908
29.301909,48,2.149281
25.73447,39,2.158307
24.086347,37,2.16651
26.931239,43,2.176058
26.215308,40,2.186112
19.796599,23,2.191331
26.657441,50,2.202734
26.656844,41,2.212281
27.929515,50,2.224352
30.415423,48,2.235805
22.256743,27,2.241984
40.093781,50,2.254343
40.799943,50,2.266205
30.021175,49,2.277716
30.786664,49,2.289772
25.251996,34,2.297945
28.264777,50,2.309968
25.816628,36,2.318673
28.645572,44,2.329074
28.111683,46,2.339808
24.152345,38,2.348907
19.68319,23,2.354556
27.838271,50,2.366223
29.807656,44,2.37676
26.054959,42,2.386866
22.995965,31,2.393854
29.059676,50,2.405172
21.196846,27,2.411522
23.455119,35,2.420092
26.244585,50,2.431879
27.614736,50,2.4433
28.547441,46,2.454728
25.884254,40,2.464098
20.509571,26,2.470191
25.649658,50,2.481519
26.905397,50,2.493059
31.452191,50,2.504987
39.563197,50,2.516734
28.76592,46,2.527916
26.850464,39,2.537861
19.249151,25,2.543759
24.387409,34,2.55179
