#{"t_start": 1764080846.674727, "env_id": "None"}
r,l,t
46.824012,52,0.013744
42.124602,60,0.016144
43.821031,41,0.017804
39.189377,37,0.019275
51.660519,60,0.02214
48.913102,60,0.024539
45.538109,48,0.026459
37.396199,35,0.027875
44.695903,47,0.030202
50.584124,57,0.03248
65.546973,60,0.03485
45.911478,47,0.036696
48.305747,60,0.039491
49.457492,57,0.041745
38.317491,34,0.043084
46.293366,60,0.04552
45.232002,50,0.048053
44.501897,46,0.04986
46.71637,53,0.052298
43.288586,45,0.054221
44.575404,49,0.056972
46.905622,60,0.059449
48.738465,60,0.062044
46.442147,60,0.064513
49.370022,58,0.067383
47.534961,60,0.069776
48.449343,54,0.07191
42.735563,42,0.073571
40.188739,39,0.075518
41.40317,41,0.077144
50.343655,60,0.079506
50.548339,59,0.081846
49.8356,60,0.084715
65.366678,60,0.087126
49.733485,57,0.089421
42.234173,60,0.091845
51.134144,58,0.094841
50.373616,58,0.097218
37.122305,32,0.098557
43.582181,45,0.100393
39.14797,60,0.103181
47.527462,49,0.105141
48.736712,56,0.107357
49.381269,56,0.109558
47.015503,55,0.112144
48.373423,52,0.114292
43.339632,60,0.116826
66.254358,60,0.119256
47.466239,60,0.122201
41.556665,39,0.123753
35.367921,30,0.124973
44.714289,60,0.12735
51.178002,58,0.130263
45.14324,60,0.13266
46.49272,49,0.134658
43.14682,45,0.136459
46.708755,60,0.139359
46.943962,60,0.141754
38.534101,35,0.143157
43.839909,49,0.145205
45.301432,44,0.147471
42.095258,40,0.149117
48.071004,60,0.151618
42.324188,39,0.153217
40.850245,37,0.155103
44.923724,60,0.15755
45.075407,49,0.159524
45.423212,46,0.161371
39.685544,60,0.164087
37.72599,32,0.165385
44.855691,60,0.167816
36.675494,27,0.168927
46.435883,46,0.171297
42.147628,43,0.17303
42.749324,43,0.174736
47.201499,49,0.17678
42.835234,41,0.178855
48.467231,60,0.181282
41.160303,38,0.182834
43.740583,42,0.184516
51.850768,59,0.18736
46.514958,60,0.189755
37.519954,32,0.191056
42.110724,60,0.193492
39.234169,33,0.195312
46.843644,52,0.197411
47.268793,60,0.199866
44.813351,47,0.201765
45.940025,60,0.204621
46.131706,45,0.206415
51.188689,56,0.208695
50.648631,58,0.211103
35.392986,27,0.212644
37.544762,31,0.213919
45.798834,60,0.216301
39.317325,36,0.217747
45.104584,60,0.220565
47.196589,60,0.222964
36.598443,27,0.224119
43.350107,60,0.226589
47.052432,51,0.229195
50.186185,56,0.231467
42.532805,41,0.233193
51.084304,56,0.235521
46.011957,47,0.237836
47.642846,48,0.239758
52.864113,57,0.242021
48.289511,60,0.24445
51.878287,58,0.247179
49.37984,60,0.249547
36.99954,30,0.250754
41.277715,40,0.252362
46.460127,60,0.255182
44.724588,50,0.257165
41.532536,60,0.259506
46.812676,50,0.261485
39.091076,60,0.264307
35.648396,30,0.265546
43.947369,60,0.267985
37.320171,31,0.26924
50.27709,60,0.27206
47.60403,50,0.274056
43.585335,43,0.275781
43.48989,45,0.277562
49.024298,60,0.280308
45.667026,46,0.282158
41.087072,38,0.283664
48.77529,60,0.286039
46.947272,60,0.288901
43.821773,43,0.290656
45.13732,48,0.292579
48.577263,60,0.295013
45.729403,46,0.297329
51.379973,57,0.299628
38.167502,33,0.300978
44.716448,60,0.303328
44.761541,45,0.305474
45.097607,60,0.307849
35.023306,26,0.308908
46.246969,50,0.310892
45.639058,60,0.313615
43.725435,60,0.315959
44.835538,46,0.317795
39.26172,60,0.320155
36.505363,31,0.321834
48.613997,60,0.324194
43.347739,40,0.32578
43.53505,45,0.327548
45.177391,60,0.330285
37.464777,30,0.331492
48.155189,60,0.333851
47.378922,60,0.336208
45.648797,50,0.338854
40.887801,41,0.340488
38.255615,32,0.341768
51.959475,60,0.344116
45.04589,46,0.346425
46.818834,60,0.348815
48.050613,60,0.351187
43.311998,42,0.35287
45.040921,60,0.355672
50.298292,53,0.357787
41.845571,60,0.36018
43.987448,60,0.36268
36.442107,28,0.364756
67.859989,60,0.369455
45.640129,51,0.372992
48.977851,55,0.375272
45.249527,60,0.378388
42.70145,60,0.380838
44.314285,60,0.383284
46.136648,44,0.385103
46.023146,50,0.387658
67.291543,60,0.390056
45.691637,49,0.392012
40.35699,40,0.393609
45.064949,46,0.396018
43.057175,41,0.397699
39.654863,60,0.4001
45.756979,60,0.402501
43.493572,43,0.404723
50.298699,53,0.406847
46.921333,48,0.408857
46.274555,60,0.411221
47.921234,55,0.413918
33.849079,25,0.414919
38.818997,33,0.416259
50.442224,56,0.418496
51.149778,55,0.42115
50.29497,60,0.423507
40.976431,38,0.425022
40.054521,60,0.427414
49.864862,60,0.430261
45.249409,48,0.432159
47.646692,51,0.434184
43.182576,43,0.435895
44.151193,46,0.438155
32.812515,27,0.439259
41.655659,39,0.440797
46.498959,60,0.448938
42.470036,60,0.451911
50.416149,57,0.454219
47.096432,54,0.456363
39.549708,36,0.457805
50.655629,60,0.460628
