#{"t_start": 1764146586.610083, "env_id": "None"}
r,l,t
44.035783,60,0.005823
43.457342,43,0.007566
46.266686,46,0.009407
44.827558,60,0.011787
38.076196,34,0.013749
48.832427,60,0.016143
49.593976,53,0.018347
45.929855,47,0.020349
51.291643,59,0.023227
48.249039,60,0.02562
44.96214,43,0.027417
41.55156,42,0.029143
47.383407,60,0.031933
42.760832,46,0.03382
41.852779,41,0.035468
51.558852,59,0.037802
42.686256,44,0.039948
47.0724,47,0.041823
38.077921,34,0.043188
40.688197,38,0.044686
46.196468,50,0.047017
42.918491,60,0.0494
46.214453,50,0.051397
52.572762,59,0.053772
40.899452,38,0.055649
41.720896,43,0.057351
50.853997,58,0.05967
45.075312,60,0.062111
38.998813,38,0.063974
41.790039,41,0.06561
32.190326,22,0.066496
41.493895,60,0.068899
41.935646,41,0.070936
49.31788,58,0.073262
42.867433,60,0.075648
44.461469,60,0.077996
44.737176,49,0.080247
65.377906,60,0.082588
45.107264,60,0.084951
50.725173,56,0.087166
38.167415,30,0.088712
42.07526,44,0.090485
38.848964,34,0.09183
50.655998,55,0.093979
46.596428,60,0.096652
47.338205,60,0.099002
36.69676,30,0.100221
63.68032,60,0.102643
40.483851,38,0.104662
49.188366,54,0.106843
39.171578,33,0.108182
42.923221,44,0.109947
42.788902,41,0.112006
66.405665,60,0.114403
36.28129,29,0.115607
44.501357,60,0.11801
43.583156,43,0.120149
47.964796,53,0.12233
42.814864,45,0.124192
46.53574,50,0.126223
48.181821,60,0.129047
42.078063,44,0.130863
45.531662,46,0.132746
48.845625,52,0.134905
50.185356,56,0.137675
50.648013,60,0.14018
48.973514,60,0.142539
40.876307,42,0.144228
68.215903,60,0.147079
46.30007,47,0.148998
46.751378,60,0.151402
47.240008,51,0.153497
47.344049,60,0.15629
44.93188,60,0.158663
46.252193,60,0.161064
38.885582,37,0.162569
47.231993,50,0.16511
44.802842,60,0.167625
41.150566,38,0.169263
47.52498,54,0.171547
40.740324,40,0.173551
48.33899,60,0.175979
42.291038,41,0.177679
46.065282,60,0.180136
