#{"t_start": 1764061911.151903, "env_id": "None"}
r,l,t
27.951162,48,0.014783
25.106626,39,0.022494
26.596822,50,0.089519
23.894963,50,0.099482
27.713023,50,0.109395
24.707952,50,0.148209
24.522391,38,0.155756
25.639679,50,0.165622
25.249698,50,0.204355
27.518342,50,0.21424
24.452937,35,0.221101
24.661151,34,0.256171
29.049361,50,0.265957
26.574371,40,0.273782
28.077919,50,0.311885
25.400522,41,0.319962
28.083764,50,0.358205
20.250745,28,0.363824
18.344353,23,0.36836
27.663342,43,0.376752
23.686506,32,0.411808
26.79902,42,0.420219
28.25753,50,0.43007
24.47986,34,0.465679
19.206053,24,0.470614
18.087989,20,0.474616
23.679649,50,0.484428
24.575419,36,0.520091
24.664293,39,0.527847
21.443943,29,0.533645
26.94949,43,0.542126
19.924033,23,0.579973
21.33772,27,0.585508
28.210427,48,0.595109
22.9905,30,0.601098
22.341609,30,0.638603
20.345096,25,0.643722
23.806358,31,0.649983
24.982009,39,0.657789
28.314342,50,0.698929
24.707321,37,0.706453
21.645652,30,0.712472
25.54937,38,0.748678
20.274754,24,0.75349
24.461098,35,0.760413
21.551819,29,0.766105
20.923175,25,0.771049
25.259927,36,0.808137
22.404043,31,0.814395
23.835866,31,0.820513
16.563739,16,0.823706
23.792651,36,0.859604
20.011056,27,0.865036
21.289423,30,0.871011
19.706706,25,0.875883
20.554097,24,0.880582
22.222811,32,0.915463
19.9147,25,0.920446
24.831917,37,0.927714
22.526176,32,0.93409
22.048564,30,0.970454
17.144876,17,0.973929
17.397976,16,0.977152
20.143331,23,0.981697
19.577713,23,0.986279
18.045942,17,0.989683
22.520222,27,1.024122
22.309535,26,1.029406
17.795595,18,1.033099
19.198519,21,1.03719
19.268771,20,1.041112
21.857502,29,1.07528
18.216791,19,1.079187
23.091923,30,1.085132
23.271977,32,1.09145
18.818119,20,1.095413
18.687538,21,1.099571
14.808064,10,1.130577
19.940513,22,1.135045
14.889238,11,1.137311
17.038332,16,1.140548
17.518955,17,1.14394
18.29719,18,1.147527
19.180706,19,1.151325
19.183895,20,1.183722
19.489626,21,1.188037
18.096763,18,1.191637
17.527375,16,1.194887
19.174181,21,1.199036
19.895186,21,1.203184
15.720902,14,1.205948
16.291593,14,1.238891
18.03454,18,1.242674
18.086013,17,1.246115
16.798799,14,1.248957
18.120866,17,1.252351
15.802879,14,1.255128
17.722639,16,1.258291
18.394457,20,1.262229
18.048296,17,1.29415
19.868166,22,1.298644
17.668474,18,1.302257
18.342834,16,1.305491
17.341012,15,1.308453
19.267406,21,1.312618
16.496344,15,1.315609
14.836808,10,1.3176
18.12635,18,1.349891
17.398308,17,1.353398
17.7779,16,1.356654
17.076675,16,1.359914
16.533612,13,1.362527
16.790672,13,1.365121
18.059185,17,1.368522
16.996299,15,1.371507
19.864919,22,1.404427
18.89664,19,1.408294
16.681977,14,1.411148
15.54886,12,1.413621
18.797865,18,1.417224
20.522093,24,1.422002
17.131434,16,1.425186
16.843781,14,1.456497
16.347744,15,1.459617
18.623381,17,1.463037
17.833203,16,1.466273
19.412262,21,1.470451
19.061607,21,1.474615
17.840502,17,1.478006
17.29962,17,1.481437
17.728507,16,1.513083
15.797587,12,1.51557
17.631764,16,1.518795
20.34147,23,1.523412
19.365154,20,1.527379
17.905068,16,1.530638
15.637976,12,1.533044
17.545923,17,1.566004
16.257065,14,1.568962
16.614728,13,1.571611
18.483393,18,1.57526
18.825628,20,1.579262
17.67951,16,1.582458
16.827013,14,1.585265
17.679106,15,1.58826
19.472253,19,1.620796
19.928327,23,1.625488
22.473625,26,1.630695
18.783002,20,1.634684
20.786268,23,1.639212
17.784561,16,1.642365
18.670862,18,1.674248
18.497662,19,1.678144
19.930938,20,1.682118
17.533554,16,1.685293
16.715343,13,1.687879
18.254995,18,1.691417
23.139929,29,1.697071
19.910646,21,1.729665
17.650523,16,1.73296
14.771613,10,1.735001
19.830837,20,1.738993
19.76041,20,1.742992
19.163659,18,1.746584
16.669426,14,1.749382
16.57376,14,1.752192
19.656963,20,1.784797
25.614725,32,1.791282
23.598233,26,1.796522
21.331977,23,1.801087
16.143948,13,1.803709
18.571032,17,1.807085
20.779231,22,1.840159
18.334182,16,1.843426
18.446868,18,1.847091
18.402515,16,1.85033
22.688005,26,1.855461
22.251144,27,1.860792
18.23954,18,1.893814
19.984563,21,1.898075
16.332887,13,1.900939
22.043139,25,1.905998
16.713959,15,1.909
15.762391,12,1.911388
22.123139,25,1.916316
25.524755,35,1.953474
20.942364,24,1.958349
20.884242,22,1.962764
16.925053,15,1.965777
22.075427,24,1.970581
21.615524,24,2.003558
25.705385,31,2.009782
20.067896,20,2.013831
29.116517,39,2.021489
22.232157,25,2.026406
25.298316,32,2.06104
28.09799,37,2.068515
27.426667,33,2.07504
23.142949,26,2.080185
27.257763,33,2.115159
30.65063,42,2.123484
22.281869,24,2.128263
25.861834,30,2.134188
23.535283,29,2.168341
31.646317,43,2.176889
25.721439,30,2.182818
22.520854,26,2.187913
29.089572,38,2.223507
34.737074,48,2.23304
25.909761,31,2.239204
35.425684,49,2.277189
32.813754,44,2.28592
35.690384,50,2.324106
34.23997,46,2.333362
35.094015,50,2.343236
26.563944,31,2.377898
20.577694,20,2.382034
32.913789,43,2.390561
35.086609,48,2.400041
26.148638,31,2.434906
29.27122,37,2.442338
30.710811,40,2.450231
27.493663,34,2.456925
32.364974,41,2.493583
33.517574,50,2.503516
34.694615,50,2.542232
32.971574,50,2.552103
36.036717,50,2.561921
34.195716,48,2.599851
25.870157,31,2.606068
33.123509,46,2.615138
19.310759,18,2.618751
35.827674,49,2.65691
34.74442,50,2.666755
34.560975,50,2.704817
29.737131,50,2.714689
34.574692,50,2.72444
30.500062,50,2.762691
36.888316,50,2.772555
30.816633,50,2.810565
36.077454,50,2.820495
33.466211,50,2.830434
33.663672,50,2.869442
32.454808,50,2.87929
35.443297,50,2.917151
30.204881,50,2.927055
35.029737,50,2.936865
33.805356,50,2.975064
32.917172,50,2.985012
30.430483,50,3.022996
30.199188,37,3.030523
35.363837,50,3.040409
30.634127,50,3.078962
34.529968,50,3.08895
36.508834,49,3.098616
30.726284,50,3.13709
32.529301,50,3.146978
31.31306,50,3.185291
31.328457,50,3.195285
31.916629,50,3.205088
30.697427,50,3.243526
29.455641,50,3.25346
32.035531,50,3.263273
28.378026,50,3.301369
29.524146,50,3.311201
30.896718,50,3.349392
36.965717,50,3.360552
30.052582,50,3.370375
34.04486,50,3.410413
29.719031,50,3.420303
31.257052,50,3.459193
33.146945,50,3.469132
29.507797,50,3.478908
29.986029,50,3.518507
30.306784,50,3.528481
32.151132,50,3.571051
33.24773,50,3.582037
35.617376,50,3.592289
33.466074,50,3.632899
33.564104,50,3.642839
30.209917,50,3.683694
36.091055,47,3.693239
31.99874,50,3.703264
30.933024,50,3.743035
36.294958,50,3.753299
33.503375,50,3.76351
34.792917,50,3.803478
34.433701,50,3.813939
32.174818,50,3.853752
35.786633,50,3.863761
32.523489,50,3.873578
36.406067,50,3.91344
34.193567,50,3.923324
32.762446,50,3.962713
34.517538,50,3.973221
34.760038,46,3.982478
31.990525,50,4.021803
31.29506,50,4.031821
31.780554,50,4.041695
33.499107,50,4.081974
33.648184,50,4.091943
34.295773,50,4.131061
31.023576,50,4.140953
36.680127,50,4.150682
31.580984,50,4.189228
33.342043,50,4.199189
36.166605,48,4.239014
31.46598,50,4.249385
29.642325,50,4.259376
32.163198,50,4.298251
32.311492,50,4.308235
