#{"t_start": 1764065049.10422, "env_id": "None"}
r,l,t
24.950101,50,0.005419
26.437956,50,0.007324
27.976845,50,0.009228
26.037743,50,0.011093
26.03681,50,0.013527
26.137177,50,0.015373
26.51551,50,0.017219
23.189597,50,0.01909
23.317108,50,0.02153
25.879831,37,0.022925
27.428681,50,0.024788
27.636308,47,0.026548
27.60785,50,0.028837
25.878244,50,0.030693
27.129095,45,0.032346
23.330505,36,0.033655
23.371696,33,0.035247
27.834501,46,0.036966
23.27596,34,0.038252
25.049489,50,0.040058
27.802795,50,0.042324
26.166082,37,0.04373
22.991267,50,0.045616
27.999621,50,0.04744
24.315537,36,0.049374
24.850848,50,0.051327
26.956431,50,0.053173
25.54581,41,0.054682
27.010662,50,0.056909
27.080855,44,0.058524
28.822727,50,0.060342
26.990398,50,0.062214
27.919315,50,0.064445
25.385335,37,0.06589
20.953448,26,0.066861
26.334109,41,0.068423
20.804868,29,0.06994
29.351438,50,0.071788
25.846795,38,0.073232
26.592399,41,0.074767
26.597953,50,0.076956
30.04095,50,0.0788
28.473736,50,0.080612
27.502542,50,0.082466
28.061495,50,0.084683
20.423088,25,0.085671
25.25723,50,0.087516
21.877359,28,0.088558
24.882849,50,0.0908
28.205079,48,0.092582
27.992042,50,0.09439
26.475097,50,0.096204
27.97325,45,0.098162
18.179933,21,0.098943
24.386931,50,0.100752
28.778015,49,0.102683
27.443451,50,0.104904
17.601023,50,0.106725
26.958972,50,0.108519
27.406096,50,0.110348
22.118082,34,0.111958
25.37544,39,0.113406
26.46819,43,0.114995
28.090167,50,0.116816
29.21365,49,0.119011
24.948331,50,0.120882
27.296576,50,0.122729
27.956091,45,0.124385
26.332194,50,0.12664
39.787934,50,0.128544
37.769398,50,0.130385
29.080762,50,0.132269
25.618068,38,0.134081
22.277316,31,0.135251
30.992998,50,0.137095
23.471653,50,0.138959
23.853541,50,0.141163
27.325171,45,0.142806
26.092757,50,0.144616
28.429901,50,0.146441
24.950125,50,0.148652
28.38348,46,0.150361
24.842114,41,0.151849
38.873001,50,0.153698
26.136389,50,0.155942
25.941039,50,0.157776
24.513468,37,0.159142
23.849581,50,0.160977
41.001822,50,0.163234
26.087419,50,0.165126
26.752969,50,0.167013
27.169715,44,0.168627
27.277168,50,0.170873
27.411805,48,0.172706
26.687169,50,0.174613
39.918013,50,0.176462
25.642884,50,0.178729
24.94559,38,0.180154
24.40484,50,0.18201
28.628911,45,0.183681
27.833756,46,0.185811
25.927692,40,0.187328
24.918651,34,0.188598
29.699171,49,0.190395
26.844055,43,0.192394
28.627181,48,0.194176
26.90687,50,0.195986
24.922922,50,0.197812
29.535901,50,0.200053
25.134018,36,0.201411
26.693161,50,0.203242
25.321936,50,0.205104
29.306763,50,0.207298
29.418146,48,0.209055
28.917236,50,0.210883
29.593311,48,0.212616
28.731762,50,0.214826
28.850169,50,0.21668
25.719376,50,0.218567
26.698385,50,0.220437
26.788063,50,0.222708
26.526284,45,0.224368
23.636431,50,0.226232
24.719901,50,0.228064
26.798501,50,0.230318
27.4984,50,0.232133
28.074614,50,0.233994
26.993085,43,0.235575
27.171164,50,0.237823
23.6814,50,0.23968
21.996847,31,0.240806
23.60245,50,0.242664
25.701479,50,0.244904
27.327032,50,0.246737
22.454971,29,0.247825
21.35713,29,0.248914
23.788375,36,0.250623
28.535735,50,0.252503
25.247658,39,0.253973
28.87341,50,0.255789
25.002725,50,0.258006
25.563006,50,0.259864
25.978792,50,0.261706
23.039218,32,0.262874
25.692305,50,0.265066
23.063558,50,0.266899
24.012423,50,0.26872
27.281902,50,0.270569
27.723525,46,0.272687
29.086394,50,0.274556
24.475326,50,0.276385
25.073485,50,0.278234
17.766939,22,0.279456
28.270626,46,0.281152
28.177701,50,0.282975
28.587434,50,0.284821
29.287344,50,0.286988
28.218228,49,0.288761
38.093436,50,0.290588
24.595771,50,0.292384
23.377487,32,0.293996
28.144884,50,0.295881
21.262773,50,0.297705
24.400898,50,0.299515
26.577459,50,0.3017
23.742617,50,0.303567
25.692658,50,0.305381
26.904385,50,0.307262
27.83563,50,0.309466
24.179473,50,0.311351
26.040254,37,0.312703
